date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d
2019-02-06,LMT,LABOR_LAWSUIT,LMT settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2019-06-26,0.015308938807776062
2019-10-02,PEP,PRODUCT_LIABILITY,PEP faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,4,negative,-1,2019-06-27,0.02919233564945034
2019-11-12,NVDA,PATENT_IP,NVDA sues competitor over intellectual property theft,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",0,negative,-1,2019-06-27,-0.007728611135679353
2019-03-22,TGT,SUPPLY_CHAIN,Regulators scrutinize TGT's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,3,negative,-1,2019-06-30,0.024770456095775772
2010-05-17,AMZN,PATENT_IP,Court rules on intellectual property dispute involving AMZN,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,2,negative,-1,2019-06-30,
2019-05-01,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",4,negative,-1,2019-07-03,-0.018259911121979333
2019-06-10,PFE,LABOR_LAWSUIT,PFE sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2019-07-04,-0.004411184495701659
2019-03-22,LMT,ANTITRUST,LMT hit with antitrust lawsuit alleging monopolistic conduct,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",3,negative,-1,2019-07-04,0.02091708600101083
2019-04-11,WFC,REGULATORY_UPDATE,WFC responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2019-07-06,-0.0033517399438187656
2019-07-26,TSLA,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at TSLA,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1,2019-07-06,0.02762673613550648
2019-01-24,PEP,REGULATORY_UPDATE,PEP responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,2,negative,-1,2019-07-07,0.028949541550504554
2021-10-07,AMZN,DATA_PRIVACY,AMZN under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,2,negative,-1,2019-07-08,
2019-10-17,WFC,REGULATORY_UPDATE,WFC issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2019-07-09,0.03003411107700349
2019-10-22,WMT,PRODUCT_LIABILITY,WMT reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1,2019-07-14,-0.020320892460624407
2019-03-04,PEP,PRODUCT_LIABILITY,PEP reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1,2019-07-15,0.003615300157653323
2019-09-24,KO,LABOR_LAWSUIT,KO settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2019-07-16,0.006445792543198214
2019-10-31,NFLX,PATENT_IP,NFLX involved in patent infringement lawsuit,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",1,negative,-1,2019-07-17,
2019-03-20,MSFT,SUPPLY_CHAIN,Regulators scrutinize MSFT's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,1,neutral,0,2019-07-18,-0.006381917529549641
2019-09-04,BA,REGULATORY_UPDATE,BA issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2019-07-18,0.0740751037454006
2019-05-10,META,REGULATORY_UPDATE,META responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0,2019-07-18,-0.016141040193846545
2019-10-24,KO,REGULATORY_UPDATE,KO responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2019-07-20,-0.0032962951668590312
2019-06-26,XOM,SEC_ENFORCEMENT,SEC charges XOM with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1,2019-07-25,-0.002088658074268168
2019-11-14,META,SEC_ENFORCEMENT,META fined by SEC for disclosure violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",0,negative,-1,2019-07-27,0.024747546285499356
2019-05-07,ORCL,SEC_ENFORCEMENT,SEC charges ORCL with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,2,negative,-1,2019-07-28,0.0024073970583788906
2019-06-19,HUM,LABOR_LAWSUIT,HUM settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1,2019-07-31,0.020094162016498718
2019-04-10,PG,LABOR_LAWSUIT,PG sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2019-08-02,0.018607067170765434
2019-04-01,KO,PRODUCT_LIABILITY,KO faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1,2019-08-03,-0.0036390960894420177
2019-05-14,PFE,PATENT_IP,Court rules on intellectual property dispute involving PFE,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,0,negative,-1,2019-08-05,0.02483988844984708
2019-05-29,RTX,ANTITRUST,Regulators probe RTX for alleged anticompetitive behavior,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1,2019-08-05,0.01459790562045038
2019-02-07,UNH,FDA_ACTION,UNH's drug receives FDA safety alert,The Food and Drug Administration issued a warning letter to the company about manufacturing deficiencies at one of its facilities. The company is addressing the cited issues to avoid further enforcement actions.,0,negative,-1,2019-08-05,-0.013643298038345297
2019-10-18,GS,SEC_ENFORCEMENT,GS fined by SEC for disclosure violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1,2019-08-06,0.037332776718208116
2019-07-30,AAPL,DATA_PRIVACY,AAPL under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1,2019-08-10,-0.0564230863449503
2019-10-29,SBUX,REGULATORY_UPDATE,SBUX responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0,2019-08-11,
2019-09-13,MRK,FDA_ACTION,FDA issues warning to MRK over manufacturing practices,The Food and Drug Administration issued a warning letter to the company about manufacturing deficiencies at one of its facilities. The company is addressing the cited issues to avoid further enforcement actions.,1,negative,-1,2019-08-11,0.03086777496833526
2019-03-18,META,PATENT_IP,Court rules on intellectual property dispute involving META,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",4,negative,-1,2019-08-12,0.03626830823350047
2019-02-05,BAC,LABOR_LAWSUIT,BAC sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2019-08-18,-0.003127043516101602
2019-05-20,GOOG,LABOR_LAWSUIT,GOOG sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1,2019-08-18,-0.004126961343690283
2019-06-14,GS,FINRA_ACTION,FINRA sanctions GS subsidiary for compliance failures,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,0,negative,-1,2019-08-21,0.022331366480816905
2019-04-10,LLY,LABOR_LAWSUIT,Employees file class-action labor lawsuit against LLY,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2019-08-21,-0.08404748269440743
2019-11-05,JPM,FINRA_ACTION,FINRA sanctions JPM subsidiary for compliance failures,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,1,negative,-1,2019-08-22,0.00046489628601076305
2019-09-09,GOOG,DATA_PRIVACY,GOOG fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1,2019-08-26,0.02232621598140616
2019-10-16,AAPL,ACCOUNTING_FRAUD,AAPL investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1,2019-08-29,0.0375900595953087
2019-03-20,ORCL,REGULATORY_UPDATE,ORCL issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",5,negative,-1,2019-08-30,0.0032294239752652665
2019-10-23,LMT,LABOR_LAWSUIT,LMT sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2019-09-01,0.014875883566452197
2019-04-05,META,ACCOUNTING_FRAUD,META investigated over alleged accounting misconduct,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1,2019-09-03,0.01923501345078349
2019-05-29,MCD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against MCD,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2019-09-05,0.026946380552248517
2019-06-24,COP,ACCOUNTING_FRAUD,COP executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1,2019-09-11,0.028585555471647206
2019-11-11,COP,ACCOUNTING_FRAUD,COP investigated over alleged accounting misconduct,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",1,negative,-1,2019-09-11,-0.03751467883649262
2019-03-11,WFC,FINRA_ACTION,FINRA fines WFC for supervisory lapses,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,1,negative,-1,2019-09-17,0.03959031185374018
2019-04-11,META,ANTITRUST,META hit with antitrust lawsuit alleging monopolistic conduct,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1,2019-09-21,0.004337910561979852
2019-06-06,LMT,ANTITRUST,LMT faces antitrust investigation over market practices,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,0,negative,-1,2019-09-22,-0.009758119241984775
2019-05-20,JNJ,REGULATORY_UPDATE,JNJ responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2019-09-30,-0.002977077733401834
2019-03-18,COP,REGULATORY_UPDATE,COP responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2019-10-02,-0.007987017681636677
2019-03-07,AMZN,REGULATORY_UPDATE,AMZN responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2019-10-02,
2019-03-13,JPM,ACCOUNTING_FRAUD,JPM investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1,2019-10-05,0.0012449494773514314
2019-06-20,NFLX,PATENT_IP,NFLX sues competitor over intellectual property theft,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,0,negative,-1,2019-10-07,
2019-04-26,NVDA,ACCOUNTING_FRAUD,NVDA executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",3,negative,-1,2019-10-08,0.027626108213890443
2019-06-14,CVX,SEC_ENFORCEMENT,SEC charges CVX with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2019-10-10,0.034103084655131566
2019-09-20,NFLX,SUPPLY_CHAIN,NFLX faces supply chain disruptions amid regulatory probe,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,4,negative,-1,2019-10-13,
2019-03-27,RTX,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at RTX,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",1,negative,-1,2019-10-13,0.03966752626669234
2019-12-19,C,LABOR_LAWSUIT,C settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2019-10-21,0.018797859442603926
2019-10-01,WFC,FINRA_ACTION,WFC faces FINRA action over brokerage violations,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,3,negative,-1,2019-10-23,-0.025275135757217404
2019-03-05,BAC,LABOR_LAWSUIT,BAC sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2019-10-28,-0.004814032622767694
2019-05-22,MS,SEC_ENFORCEMENT,MS fined by SEC for disclosure violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,2,negative,-1,2019-10-28,-0.03816975604380657
2019-03-05,RTX,ACCOUNTING_FRAUD,RTX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2019-10-31,-0.010083914842927477
2019-03-27,DIS,LABOR_LAWSUIT,DIS sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2019-11-01,0.02031191353176398
2019-06-13,WMT,LABOR_LAWSUIT,Employees file class-action labor lawsuit against WMT,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2019-11-03,0.015370521713286678
2019-03-04,NVDA,SUPPLY_CHAIN,Regulators scrutinize NVDA's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0,2019-11-05,0.027809671867464525
2019-01-10,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2019-11-06,-0.023399985057185435
2019-06-25,MSFT,ANTITRUST,MSFT hit with antitrust lawsuit alleging monopolistic conduct,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,4,negative,-1,2019-11-07,0.023607957811068614
2019-07-19,JNJ,PATENT_IP,Court rules on intellectual property dispute involving JNJ,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,3,negative,-1,2019-11-07,0.0032231154784452265
2019-05-06,IBM,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at IBM,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1,2019-11-08,-0.052706215646225796
2019-12-04,TGT,REGULATORY_UPDATE,TGT responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2019-11-08,0.010279630009733864
2019-07-24,PG,REGULATORY_UPDATE,Regulatory changes affect PG's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1,2019-11-13,0.04831265638564153
2019-12-05,NVDA,LABOR_LAWSUIT,NVDA settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2019-11-13,0.07344019467090779
2019-04-05,BAC,FINRA_ACTION,FINRA sanctions BAC subsidiary for compliance failures,"Regulators found that the company violated FINRA rules regarding recordkeeping and trade disclosures. In addition to the monetary penalty, the company must implement enhanced oversight protocols.",1,negative,-1,2019-11-13,0.03748288052055382
2019-08-23,ORCL,ANTITRUST,Regulators probe ORCL for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,4,negative,-1,2019-11-16,0.00930615388754874
2019-11-07,MS,REGULATORY_UPDATE,MS responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2019-11-16,-0.001027550535679822
2019-01-22,MS,LABOR_LAWSUIT,MS settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,2,negative,-1,2019-11-17,0.0018862860095421041
2019-12-11,XOM,ACCOUNTING_FRAUD,XOM executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1,2019-11-17,0.01319606288088293
2019-05-23,PFE,LABOR_LAWSUIT,Employees file class-action labor lawsuit against PFE,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2019-11-17,-0.009542081370881195
2019-06-27,JPM,SEC_ENFORCEMENT,SEC charges JPM with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2019-11-23,0.05010542500483628
2019-08-30,MSFT,DATA_PRIVACY,MSFT under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1,2019-11-26,-0.00246605677486611
2019-09-19,JPM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against JPM,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2019-11-26,-0.019684900512461745
2019-01-18,MRK,PRODUCT_LIABILITY,MRK reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1,2019-11-26,-0.03888200627359628
2019-10-29,TSLA,ANTITRUST,Regulators probe TSLA for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,2,negative,-1,2019-11-27,0.0031623975701844387
2019-04-16,HUM,PATENT_IP,Court rules on intellectual property dispute involving HUM,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,5,negative,-1,2019-11-28,0.06290930930733252
2019-12-03,C,REGULATORY_UPDATE,C responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",2,negative,-1,2019-11-29,0.03341096549294065
2019-06-14,JPM,REGULATORY_UPDATE,JPM issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2019-11-29,-0.00346022805617352
2019-07-29,META,SEC_ENFORCEMENT,META fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",2,negative,-1,2019-12-03,-0.0725222208562355
2019-06-19,AAPL,ANTITRUST,Regulators probe AAPL for alleged anticompetitive behavior,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",0,negative,-1,2019-12-04,0.009753934130475317
2019-12-10,IBM,SEC_ENFORCEMENT,IBM to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2019-12-06,0.002315080888972476
2019-11-18,C,SEC_ENFORCEMENT,SEC charges C with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2019-12-07,0.01720397043055444
2019-11-18,COP,SEC_ENFORCEMENT,SEC charges COP with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,2,negative,-1,2019-12-08,0.07671961462233257
2019-07-15,CVX,ENVIRONMENTAL,CVX under investigation for environmental violations,"Environmental regulators allege that the company violated emissions standards, leading to community concerns about pollution. The company has committed to improving environmental controls and cooperating with authorities.",0,negative,-1,2019-12-09,-0.0032611547797215534
2019-10-01,COST,REGULATORY_UPDATE,COST issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,2,negative,-1,2019-12-12,0.028035396787077893
2019-05-20,JNJ,FDA_APPROVAL,JNJ announces FDA approval of breakthrough treatment,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,0,positive,1,2019-12-17,-0.002977077733401834
2019-06-11,ORCL,SUPPLY_CHAIN,Regulators scrutinize ORCL's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0,2019-12-17,-0.019280597416528766
2019-10-30,TGT,DATA_PRIVACY,TGT under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1,2019-12-20,0.023904182233789317
2019-02-19,META,ANTITRUST,META hit with antitrust lawsuit alleging monopolistic conduct,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1,2019-12-21,0.011337784390623495
2019-09-06,MCD,LABOR_LAWSUIT,MCD sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2019-12-21,-0.046448287790794796
2019-01-16,IBM,SEC_ENFORCEMENT,IBM to restate earnings after SEC investigation,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1,2019-12-22,0.08970573862292075
2019-08-21,MS,REGULATORY_UPDATE,MS responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2019-12-22,0.011016433318237429
2019-05-16,WFC,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at WFC,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2019-12-26,-0.007407042825670729
2019-06-14,XOM,SUPPLY_CHAIN,XOM resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0,2019-12-27,0.044922230710211286
2019-06-28,PG,LABOR_LAWSUIT,PG settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2019-12-28,0.0401278340792286
2019-06-28,SBUX,DATA_PRIVACY,SBUX under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1,2019-12-29,
2019-06-14,TSLA,REGULATORY_UPDATE,TSLA responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2019-12-29,0.032291074073031334
2019-06-10,PEP,DATA_PRIVACY,PEP announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",1,negative,-1,2019-12-29,-0.008009430328347
2019-07-24,DIS,REGULATORY_UPDATE,DIS responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2019-12-30,0.012173736892646891
2019-10-24,COST,PRODUCT_LIABILITY,COST faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1,2019-12-30,0.0023750350371158913
2019-08-27,C,LABOR_LAWSUIT,Employees file class-action labor lawsuit against C,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1,2019-12-31,0.042491209419438514
