
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2018-10-05,PFE,REGULATORY_UPDATE,PFE responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2018-10-11,LMT,LABOR_LAWSUIT,LMT settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",2,negative,-1
2018-10-12,TSLA,REGULATORY_UPDATE,TSLA responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2018-10-14,TSLA,PATENT_IP,Court rules on intellectual property dispute involving TSLA,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,0,negative,-1
2018-10-17,COST,DATA_PRIVACY,COST announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",2,negative,-1
2018-10-19,HUM,PATENT_IP,Court rules on intellectual property dispute involving HUM,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,3,negative,-1
2018-10-21,COP,SUPPLY_CHAIN,Regulators scrutinize COP's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0
2018-10-23,WFC,LABOR_LAWSUIT,Employees file class-action labor lawsuit against WFC,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,2,negative,-1
2018-10-25,TGT,SUPPLY_CHAIN,Regulators scrutinize TGT's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,2,negative,-1
2018-10-31,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2018-11-02,NVDA,LABOR_LAWSUIT,Employees file class-action labor lawsuit against NVDA,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2018-11-04,LMT,ANTITRUST,LMT faces antitrust investigation over market practices,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1
2018-11-06,TGT,PRODUCT_LIABILITY,TGT faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1
2018-11-12,PFE,LABOR_LAWSUIT,Employees file class-action labor lawsuit against PFE,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2018-11-17,AAPL,SEC_ENFORCEMENT,SEC charges AAPL with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,3,negative,-1
2018-11-17,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1
2018-11-18,JPM,ACCOUNTING_FRAUD,JPM investigated over alleged accounting misconduct,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2018-11-21,COP,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at COP,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",2,negative,-1
2018-11-21,DIS,LABOR_LAWSUIT,DIS settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",3,negative,-1
2018-11-22,AMZN,DATA_PRIVACY,AMZN fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1
2018-11-22,SBUX,PRODUCT_LIABILITY,SBUX reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",5,negative,-1
2018-11-22,WMT,PRODUCT_LIABILITY,Consumers allege defects in WMT's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2018-11-26,PFE,FDA_APPROVAL,PFE receives FDA approval for new therapy,"In a significant milestone, the FDA granted approval for the company's groundbreaking therapy. The development is expected to drive revenue growth and deliver new treatment options for patients.",3,positive,1
2018-11-26,KO,SUPPLY_CHAIN,KO faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0
2018-11-29,COP,SUPPLY_CHAIN,Regulators scrutinize COP's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,3,negative,-1
2018-12-02,TSLA,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at TSLA,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1
2018-12-03,NFLX,LABOR_LAWSUIT,NFLX sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1
2018-12-04,NVDA,ACCOUNTING_FRAUD,NVDA executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1
2018-12-05,ORCL,DATA_PRIVACY,ORCL announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1
2018-12-08,UNH,PRODUCT_LIABILITY,Consumers allege defects in UNH's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,2,negative,-1
2018-12-10,BA,REGULATORY_UPDATE,Regulatory changes affect BA's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2018-12-11,AMZN,SUPPLY_CHAIN,Regulators scrutinize AMZN's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0
2018-12-12,JNJ,PRODUCT_LIABILITY,JNJ reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",3,negative,-1
2018-12-13,DIS,LABOR_LAWSUIT,DIS settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1
2018-12-15,SBUX,PRODUCT_LIABILITY,Consumers allege defects in SBUX's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1
2018-12-16,IBM,PATENT_IP,Court rules on intellectual property dispute involving IBM,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",4,negative,-1
2018-12-18,MRK,REGULATORY_UPDATE,MRK responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2018-12-21,LLY,REGULATORY_UPDATE,Regulatory changes affect LLY's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2018-12-22,HUM,REGULATORY_UPDATE,Regulatory changes affect HUM's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2018-12-29,GS,FINRA_ACTION,FINRA fines GS for supervisory lapses,"Regulators found that the company violated FINRA rules regarding recordkeeping and trade disclosures. In addition to the monetary penalty, the company must implement enhanced oversight protocols.",1,negative,-1
2018-12-30,MCD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against MCD,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2018-12-31,COP,ACCOUNTING_FRAUD,COP executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1
2019-01-01,ORCL,DATA_PRIVACY,ORCL fined for violating data privacy regulations,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1
2019-01-02,IBM,ANTITRUST,IBM hit with antitrust lawsuit alleging monopolistic conduct,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",1,negative,-1
2019-01-09,BA,ANTITRUST,BA faces antitrust investigation over market practices,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",1,negative,-1
2019-01-12,META,PATENT_IP,META involved in patent infringement lawsuit,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",0,negative,-1
2019-01-14,META,REGULATORY_UPDATE,META issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2019-01-15,HD,LABOR_LAWSUIT,HD settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1
2019-01-18,IBM,DATA_PRIVACY,IBM announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",1,negative,-1
2019-01-19,META,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at META,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",4,negative,-1
2019-01-20,ABBV,PATENT_IP,ABBV involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1
2019-01-20,MRK,PRODUCT_LIABILITY,MRK faces product liability lawsuit over safety claims,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,4,negative,-1
2019-01-20,ABBV,FDA_ACTION,ABBV faces FDA enforcement for marketing violations,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,1,negative,-1
2019-01-21,BA,ANTITRUST,Regulators probe BA for alleged anticompetitive behavior,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1
2019-01-23,NVDA,SEC_ENFORCEMENT,SEC charges NVDA with securities law violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",3,negative,-1
2019-01-24,NVDA,LABOR_LAWSUIT,NVDA sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,4,negative,-1
2019-01-25,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1
2019-01-29,ABBV,FDA_APPROVAL,ABBV receives FDA approval for new therapy,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,1,positive,1
2019-02-04,AAPL,ANTITRUST,AAPL faces antitrust investigation over market practices,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1
2019-02-04,ABBV,PRODUCT_LIABILITY,Consumers allege defects in ABBV's product in lawsuit,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",4,negative,-1
2019-02-07,JPM,LABOR_LAWSUIT,JPM settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",3,negative,-1
2019-02-10,TGT,LABOR_LAWSUIT,TGT sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2019-02-11,JNJ,LABOR_LAWSUIT,JNJ sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2019-02-15,LLY,FDA_ACTION,LLY's drug receives FDA safety alert,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,2,negative,-1
2019-02-15,C,ACCOUNTING_FRAUD,C executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1
2019-02-15,NVDA,SUPPLY_CHAIN,NVDA faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0
2019-02-16,LMT,REGULATORY_UPDATE,LMT responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2019-02-18,IBM,REGULATORY_UPDATE,IBM responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2019-02-18,AMZN,LABOR_LAWSUIT,AMZN sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,4,negative,-1
2019-02-18,PG,SUPPLY_CHAIN,Regulators scrutinize PG's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,2,negative,-1
2019-02-21,XOM,ACCOUNTING_FRAUD,XOM executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1
2019-02-23,MS,SEC_ENFORCEMENT,MS fined by SEC for disclosure violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,0,negative,-1
2019-03-01,AAPL,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at AAPL,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",1,negative,-1
2019-03-01,TSLA,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at TSLA,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2019-03-04,META,REGULATORY_UPDATE,META issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,3,negative,-1
2019-03-05,RTX,ANTITRUST,Regulators probe RTX for alleged anticompetitive behavior,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",1,negative,-1
2019-03-05,RTX,ACCOUNTING_FRAUD,RTX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1
2019-03-06,MSFT,SUPPLY_CHAIN,Regulators scrutinize MSFT's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2019-03-10,NVDA,LABOR_LAWSUIT,NVDA sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1
2019-03-11,PEP,PRODUCT_LIABILITY,PEP reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1
2019-03-13,ABBV,PATENT_IP,ABBV involved in patent infringement lawsuit,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,3,negative,-1
2019-03-14,ABBV,REGULATORY_UPDATE,ABBV responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2019-03-17,AMZN,ANTITRUST,Regulators probe AMZN for alleged anticompetitive behavior,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,0,negative,-1
2019-03-17,WMT,PRODUCT_LIABILITY,WMT faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,3,negative,-1
2019-03-20,AAPL,LABOR_LAWSUIT,AAPL sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2019-03-21,CVX,ENVIRONMENTAL,EPA fines CVX for pollution and compliance issues,"Environmental regulators allege that the company violated emissions standards, leading to community concerns about pollution. The company has committed to improving environmental controls and cooperating with authorities.",5,negative,-1
2019-03-21,WMT,DATA_PRIVACY,WMT fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",1,negative,-1
2019-03-21,SBUX,PRODUCT_LIABILITY,Consumers allege defects in SBUX's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2019-03-23,DIS,DATA_PRIVACY,DIS fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,3,negative,-1
2019-03-26,PEP,SUPPLY_CHAIN,PEP faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2019-03-26,ORCL,SEC_ENFORCEMENT,SEC charges ORCL with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1
2019-03-28,IBM,DATA_PRIVACY,IBM fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",3,negative,-1
2019-03-29,BA,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at BA,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",2,negative,-1
2019-03-30,RTX,ANTITRUST,RTX faces antitrust investigation over market practices,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,3,negative,-1
2019-03-30,BP,ENVIRONMENTAL,BP under investigation for environmental violations,"Environmental regulators allege that the company violated emissions standards, leading to community concerns about pollution. The company has committed to improving environmental controls and cooperating with authorities.",1,negative,-1
2019-04-01,UNH,FDA_ACTION,UNH's drug receives FDA safety alert,The Food and Drug Administration issued a warning letter to the company about manufacturing deficiencies at one of its facilities. The company is addressing the cited issues to avoid further enforcement actions.,1,negative,-1
2019-04-01,JNJ,LABOR_LAWSUIT,JNJ sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1
2019-04-03,PG,LABOR_LAWSUIT,Employees file class-action labor lawsuit against PG,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2019-04-05,JPM,REGULATORY_UPDATE,JPM issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2019-04-06,BP,SUPPLY_CHAIN,Regulators scrutinize BP's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2019-04-06,C,REGULATORY_UPDATE,Regulatory changes affect C's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1
2019-04-07,LLY,REGULATORY_UPDATE,Regulatory changes affect LLY's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2019-04-07,COST,PRODUCT_LIABILITY,Consumers allege defects in COST's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2019-04-09,MCD,DATA_PRIVACY,MCD fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,3,negative,-1
2019-04-09,MSFT,REGULATORY_UPDATE,MSFT responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2019-04-10,BP,SEC_ENFORCEMENT,BP fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",0,negative,-1
2019-04-13,RTX,ANTITRUST,RTX faces antitrust investigation over market practices,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,1,negative,-1
2019-04-15,NVDA,ACCOUNTING_FRAUD,NVDA executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",3,negative,-1
2019-04-15,COP,SEC_ENFORCEMENT,SEC charges COP with securities law violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",0,negative,-1
2019-04-16,WMT,PRODUCT_LIABILITY,WMT reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2019-04-18,ABBV,REGULATORY_UPDATE,ABBV responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",4,negative,-1
2019-04-20,MSFT,SUPPLY_CHAIN,MSFT faces supply chain disruptions amid regulatory probe,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2019-04-21,LLY,FDA_APPROVAL,FDA greenlights LLY's novel drug,"After successful clinical trials, the company's drug received FDA approval for market entry. Investors responded positively, reflecting optimism about future sales prospects.",3,positive,1
2019-05-01,LMT,ACCOUNTING_FRAUD,LMT executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",3,negative,-1
2019-05-05,AMZN,SUPPLY_CHAIN,AMZN faces supply chain disruptions amid regulatory probe,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,2,negative,-1
2019-05-05,BA,ANTITRUST,BA faces antitrust investigation over market practices,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1
2019-05-08,META,SUPPLY_CHAIN,Regulators scrutinize META's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0
2019-05-09,LLY,LABOR_LAWSUIT,LLY sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1
2019-05-10,ABBV,FDA_ACTION,ABBV's drug receives FDA safety alert,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,3,negative,-1
2019-05-15,PEP,LABOR_LAWSUIT,PEP sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1
2019-05-16,HUM,PATENT_IP,HUM sues competitor over intellectual property theft,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",0,negative,-1
2019-05-16,PFE,REGULATORY_UPDATE,PFE issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2019-05-17,TGT,REGULATORY_UPDATE,TGT issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2019-05-17,WFC,LABOR_LAWSUIT,WFC sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",5,negative,-1
2019-05-21,HUM,PRODUCT_LIABILITY,Consumers allege defects in HUM's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2019-05-22,MSFT,ANTITRUST,Regulators probe MSFT for alleged anticompetitive behavior,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",2,negative,-1
2019-05-24,GOOG,LABOR_LAWSUIT,Employees file class-action labor lawsuit against GOOG,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2019-05-24,HD,DATA_PRIVACY,HD announces data breach affecting customer records,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1
